,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
47941,47942,B004SRH2B6,AC6OYOJRD3MUU,dr.markie,16,17,5,1316304000,"Great, but Amazon's price is too high!","This is an outstanding product!  But Amazon's price is too high, even their Subscribe & Save price.  You can buy it cheaper at Trader Joe's."
47942,47943,B004SRH2B6,A1CRIAKXPSIGJN,"BeautyGuru ""Anastacia Beaverhause""",20,23,3,1309478400,Love the product but packaging issues- BECAREFUL!!!,"I'm a total ZICO loyalist and buy at least 6 liters a week. I decided to purchase from Amazon since they deliver and those bottles are heavy to shelp up my stairs. I would give this 5 stars but 3 out of my 6 bottles had cap defects. The caps were starting to separate from the bottle which resulted in leakage and possible contamination.<br /><br />I've seen this in grocery stores as well, so I know it's not an ""Amazon"" issue. :(<br /><br />I notified Zico online- I guess we will see what happens.<br /><br />On a unrelated note.. Amazon you should have a spell check option within the review section..."
47943,47944,B004SRH2B6,A7MHWORF8251S,"G. Catlin ""gwyneth""",9,9,1,1296777600,"Zico coconut water is great, but you may get a bad batch","I've ordered Zico Mango Coconut Water three times from Amazon. The first two times, the dozen I received were fine. This time, there was something wrong with the batch; I'm not sure if Amazon used a different distributor or something else happened. The coconut water tasted very strange, with a strong aftertaste, and there was a milky substance in the water, which I've never seen before (I've been drinking Zico for a while). The individual boxes also looked different -- the colors were off (flesh-tone instead of yellow), and the expiration date and batch info were printed differently. I can't recommend ordering in bulk from Amazon, even though it's so convenient and saves money. This isn't the first time I've experienced a bad batch -- as if the food company had sent a ""slightly imperfect"" batch to Amazon to get rid of it. I've had this experience with canned beans, food bars, and now Zico. It's such trouble to call and get a label and send it back and get a refund, especially if, as I did, you break down the boxes and store all the drinks away in the cabinet before you realize they're no good! Just a word of caution."
47944,47945,B004SRH2B6,A21CDMPMPFXHT6,B. PYATT,9,9,1,1289779200,Less Potassium per Ounce then the Boxes because it's not Pure,"I was fooled into getting this as BJ's because it was cheaper then the boxes, and there is a reason! It's not pure and it tastes like crap. It has a lot less Potassium in the 14 ounce bottom (569) compared to 700+ in the boxes that are 3 ounces smaller! Stick with the boxes, trust me!"
47945,47946,B004SRH2B6,A3BE1F8AF70WNF,Singletrack Blazer,9,9,2,1282608000,Not a good change,"I used to have an Amazon subscription for Zico when it came in the cartons and wasn't made from concentrate. When Zico made the change, I decided to try one of their new bottles from a local store before starting a new subscription. I'm glad that I did because Zico now takes on par with the worst coconut waters I've ever had. It's not the worst, but it's down there with them. The difference is huge. It tastes slightly rotten now or you could imagine some of the coconut husk was accidentally added to the concentrate. I won't be getting Zico anymore.<br /><br />I tried several other brands to replace the old Zico but was disappointed in them all. I did finally find a replacement for Zico with <a href=""http://www.amazon.com/gp/product/B003V8SO10"">Naked 100% Naked Coconut Water, 11.2-Ounce Boxes (Pack of 12)</a>. It's as good as the old Zico was if not better."
47946,47947,B004SRH2B6,A1V9N9MCVLG79C,R. Foshee,0,0,4,1336521600,"Tastes like Yoohoo, no kidding","I've been on the search for palatable coconut water for the last month or two and I finally found it in Zico's Dark Chocolate coconut water.  Every week, I would drive over to my local Whole Foods, pick up a few boxes of any brands I could find comparable flavors for and I always made sure to buy two or three at once to compare flavors.  Nothing ever really stuck taste-wise until I found this and it's absolutely delicious.  If you remember drinking Yoohoo as a kid, you'll recognize this taste immediately.  I don't know how Zico did it but this tastes identical to that chocolately smooth goodness of my youth but, you know, much healthier.  I will say though, it tastes much better cold -- as the bottle says -- but that doesn't mean it's bad when it's warm, it's just better cold, that's all.<br /><br />I also carry these to the gym and when I run obstacle course races, especially if I'm unsure of what the post-race rehydration drink will be (typically Powerade or Gatorade).  I honestly didn't think much to Zico's claims on their site and the bottle that it supports ""rapid hydration"", whatever that is, but I do know that its huge amounts of potassium have kept me from bonking after a race to maintaining my perk.  I typically pound one of these and one to two bananas or Larabars post-race and I've certainly jump started the recovery process better than I ever did with sports drinks or water alone.  After I'm done in the gym, I chug some Zico to cool off and wash the taste of electrolyte-flavored water out of my mouth.  I can definitely tell a difference in my moods after racing or lifting when I drink some coconut water versus when I'm just drinking water alone.<br /><br />For me, no brand can touch Zico in the taste department on this one."
47947,47948,B004SRH2B6,A1D06YPXTIMOZT,Jhun Taboga,0,0,2,1335657600,100% Natural... from concentrate?!,"Yes, it says ""Made from 100% Natural from concentrate and added chemicals"". Taste like combined un-natural stuff (chemicals), not even close to ""Foco Coconut Juice, Jugo de coco"", which is cheaper and more natural and better taste. Though I gave 2 stars because of the packaging. Decent and looks nice."
47948,47949,B004SRH2B6,A3S5PUW914UFGQ,Lou Lou,0,0,4,1335571200,Yummy but not my fav.,"I got the pineapple, mango and choco. My family liked the latter 2 the most. Yummy coconut water if you are not looking for one that is not too sugary IMO."
47949,47950,B004SRH2B6,ACQPR3ZDCIQYF,Sharon Slabaugh,0,0,5,1335225600,Zicolicious,"The Pineapple coconut water was delicious.  I like it ice cold.  It was very benificial in bringing my 90 year old mother back from dehydration.  Shared it with a couple of my friends who have had some health issues.  Not saying it is a cure--no, but it has certainly helped with not having enough intake of fluids.  It rates a 5 star from me.  Thanks ZICO & Amazon for making my purchase affortable & easy to purchase."
47950,47951,B004SRH2B6,A1RBXGUKIH7KH0,Zen Master,0,0,4,1335139200,Zico Coconut Water,"After trying a number of Tender Coconut water, Zico is the closest to what you get from a freshly chopped tender coconut.  Delicious too."
47951,47952,B004SRH2B6,A89DRVMFYD4MT,Aimee,0,0,5,1334966400,Great tasting,"The taste is really good - I do love coconut, but this has just enough balance where the coconut does not overpower. It helps with my heartburn as well."
47952,47953,B004SRH2B6,AY12DBB0U420B,Gary Peterson,0,0,4,1334880000,A Good Mix Of Electrolytes After Heavy Workouts.,"I recently discovered Coconut water to be available in a nearby grocery store so I've been trying several of the different flavors. The latest is Zico  Mango. It's all right. It tastes like coconut water to me with a slight extra taste of mango. Well, I'm not particularly interested in the mango taste, it's the ingredient mix in the water that is of interest. The mango taste just makes it a bit more tasty to someone who is not used to coconut water. And, except for the slight flavoring this is pure coconut water. Nothing else. I used to be a marathoner and we used to look for things like this. It's the mix of electrolytes that's important and this drink is impressive. It would be very good for relief of cramps and restoring lost body fluids when you pour out a lot of sweat. I wish I'd had it in my marathoning days.<br /><br />Gary Peterson"
47953,47954,B004SRH2B6,A1XXJBMXT5JO21,"kalena ross, market curator blackboardeats",0,0,5,1334793600,Getting (coco)Nuts with Zico,I am an avid runner and train heavily daily for my runs...zico gets me through my workouts and chocolate zico is the perfect end to a workout. my body craves it. lucky to have found it as its an essential part of my life!
47954,47955,B004SRH2B6,A3B43SL6USVX82,Melissa Gleysteen,0,0,5,1334620800,YUM!,I have found that ZICO has the most consistently great tasting coconut water out there! Other companies can have good batches and not so good batches. ZICO has never let me down.
47955,47956,B004SRH2B6,A3F6B7BW36YUFG,Diana White,0,0,5,1334448000,The Best!,Love Zico coconut water!  I order 2 cases a month and have been extremely please with both the quality of this product and the service.  No complaints here!
47956,47957,B004SRH2B6,A1R6PFC4A2DIRQ,T. Bramwell,0,0,5,1333670400,Awesome/Not Awesome,"AWESOME: Having the most delicious thing ever, delivered to your door in less than 24 hours on Prime, for half the price of what you can get it for in the stores.<br /><br />NOT AWESOME: TWO layers of tamper-proofing between the awesomeness inside the bottle, and your zico hole."
47957,47958,B004SRH2B6,A3EHQFAUN1UB2C,Andrew Kim,0,0,1,1333152000,"Awful, plastic-like taste",The coconut water products that come in cans taste closest to fresh coconut water coming straight from a cracked nut.  The plastic taste of the coconut water in this product is really strong and hard to ignore.
47958,47959,B004SRH2B6,AZX9PSOQAQAHJ,Justin,0,0,5,1333065600,I love this stuff,"Quick and easy! Buying on here is so much easier than going to the store, not to mention more convenient."
47959,47960,B004SRH2B6,A2RF0YBZ43IWEF,B. Hester,0,0,5,1332979200,1 Liter for about the calories of a can of coke,"First, let me note that there are several different manufacturers of these 1 liter bottles of coconut water.  I have tried this variety (Zico) and the Vita Coco brand, which were comparable in price and quality.  Both were delicious, though only about half the people here at the office that tried it shared that opinion.  So young coconut water may be something of a specific taste.<br /><br />I'm a fan of coconut water (both Zico and Vita Coco) because they are very refreshing when served cold.  As they claim, it does naturally contain some of the same compounds found in sports drinks that are supposed to speed hydration (take that with a grain of salt...water hydrates just as well as anything).<br /><br />But best of all - 34 fl. ounces (1L) of (Zico/Vita Coco) coconut water = ~173 calories.  One can of coke (12 fl. oz) = ~143 calories (according to the label, other sites claim more).  The cocount water also has a fair amount of potassium and a small amount of other vitamins, whereas cola has almost no nutritional value at all.<br /><br />Highly recommended.  Both companies shipped my coconut water all the way to Afghanistan in good sturdy packaging too, I might add."
47960,47961,B004SRH2B6,A2UYGGL5058COO,redrobyn77,0,0,5,1332892800,Scary delicious!,"Zico Coconut Water in chocolate is my absolute favorite! It's 100% natural and soooo delicious. It's super powered water, that's good for you AND tastes like dessert! For a really healthy snack or smoothie, make ice cubes of the Zico chocolate water and blend with frozen bananas. For a little more of an energy burst, add a tablespoon or two of peanut butter. SO GOOD! :)"
47961,47962,B004SRH2B6,A2UYGGL5058COO,redrobyn77,0,0,5,1332892800,SOOO GOOD!!! :),"Zico Coconut Water Mango is my absolute favorite! It's 100% natural and delicious. It's super powered water! It has a sweet, mellow, mango flavor that's really wonderful."
47962,47963,B004SRH2B6,A12VXXMW3UG03B,JessicaW,0,0,5,1332720000,Runner's best friend,"I started drinking Zico because we carried it at my work and I instantly loved it. The taste is unique but great. I did a marathon in January and the chocolate Zico was my best friend during my training. Not only was it refreshing after my long runs, but I instantly felt rehydrated. I have told anyone that I meet to try it after long runs and they always come back and tell me how I was right. I have probably gotten at least 5 other runner's to be Zico drinkers :)"
47963,47964,B004SRH2B6,A3QJU4FEN8PQSZ,"Grimmy ""Grimmy""",0,0,3,1332374400,"Weird taste, maybe spoiled?","Was getting VitaCoco, decided to try this brand. First impression was that it tasted weird, maybe a little spoiled. Subsequent tastings elicit an ""OK"" but not much more. I still prefer VitaCoco at this point.<br /><br />I have a couple more of these, so I'll update this review if I change my mind."
47964,47965,B004SRH2B6,AXU7I31OVVYGF,Brady Lackey,0,0,5,1332028800,Great value & taste!,"Great value & taste!!<br /><br />I love coconut water and we drink a lot in my household.<br />It's great (actually the perfect thing) for rehydration after a night of drinking, long weekend, or after hard work.<br />It has potassium, a few vitamins, and a weakly flavored but pleasant taste that really grows on you.<br />I've tasted a lot of brands and Zico has probably the best taste of them all.<br />And I've shopped around on Amazon, which is already much cheaper than your grocery store or gas station.<br />And this item, with it's larger volumes (which stay fresh), and low price<br />has proven to be the lowest priced (cheapest) price per ounce -- definitely the greatest value you can find!<br /><br />So I highly recommend this item, especially if you like coconut water and want the cheapest for the best product."
47965,47966,B004SRH2B6,AUJFJQXEQEEQY,"Iron Mage ""IronMage""",0,0,1,1331942400,Tastes UNNATURAL.,"I grew up drinking real coconut water.  This product doesn't even come close.  I will not buy it ever again.  Read the product description - it's ""produced domestically from concentrate.""  IT JUST DOESN'T TASTE LIKE REAL COCOCNUT WATER."
47966,47967,B004SRH2B6,A3DNXOE4J6UCD1,"T. Dracolakis ""crazy phoenix""",0,0,5,1331596800,ZICO is easy to order and tasty to drink,"My boyfriend loves this stuff and since we live an hour's drive apart I surprise him with cases of Chocolate ZICO when I can't surprise him with my own company. There's no shipping, it only takes a couple days to get there AND if you have some foresight, you can preorder a handful of cases at a lower rate and have them sent periodically. The only downside - having to stop yourself from downing a whole case of ZICO."
47967,47968,B004SRH2B6,A2EO6V31U3MDYH,runnin-mama,0,0,5,1331251200,my daily addiction,"I drink at least one zico each day - always after exercise (running, yoga, hiking) but also after flying or just running around in the dry Colorado climate!  I even give them to my grandparents who swear by ZICO to help them maintain proper blood pressure - especially at altitude.  And best yet - my little boys LOVE chocolate ZICO and i LOVE that it has way less sugar than chocolate milk!"
47968,47969,B004SRH2B6,A1R5FEC9A0L1M0,allthefalls,0,0,1,1330819200,"From concentrate, tastes awful!","I love the plain Zico coconut water, its pure not from concentrate, and its so delicious. I always buy the 33.8 pack of 6. This mango flavor was torture to finish! Save your money for the pure Zico coconut water which is so good it's addicting!"
47969,47970,B004SRH2B6,AE4PE48Q2794I,"Tax Accountant ""Tax Accountant""",0,0,5,1330560000,"Fantastic, Love the Larger Bottles","I love this coconut water, (I also purchase VitaCoco cases at least 1-2 times a month). This coconut water is my husband's favorite, so we always have it in the refrigerator. Our family doesn't purchase soda, and now with the coconut water, we don't buy sports drinks, either! It's great to rehydrate, take to the gym, etc. And a liter is the perfect size-- I always found myself drinking at least 2 of the smaller ones so this is a more economic option.<br /><br />The items shipped fine, arrived in great shape. I'm on autoship for this product, so I don't even have to get it from the grocery store anymore."
47970,47971,B004SRH2B6,A3ABVEJNXKDW4B,"Chad E. Perry ""Chadimus""",0,0,1,1330387200,Least favorite brand of coconut water,"I don't know if it's the plastic bottle or the fact that it's made from concerntrate, but something doesn't taste right about Zico.  I ordered many different brands and most, if not all of them were not made from concentrate.  This tastes diluted, re-constituted and plastic-y.  There are many other brands, I recommend any one of them over Zico."
47971,47972,B004SRH2B6,A1KCIPXJGD6AKP,"CC ""bl0ndie""",0,0,4,1330300800,Very good coconut water,"I went to Hawaii last Fall to see a friend who introduced me to fresh, young, coconut water. Once I returned to the mainland I craved the flavor of coconut water. It is yummy and so refreshing. So I found some at the local grocery store, but it wasn't very good. Then I found this brand on sale at the store and tried it and fell in love. It is SO close to the same refreshing coconut juice I had in HI and I love it so much I have it ordered via the Amazon subscription service so that I can save a little $$$ too. Definitely recommend."
47972,47973,B004SRH2B6,A12IS139FM841N,slickshews,0,0,5,1330128000,Delicious!!,"I tried the original Zico coconut water on recommendation from a friend, and really like it. When I saw the chocolate flavor I was skeptical but intrigued. I'm a huge ""chocolate lover"" but chocolate and water in the same sentence sounded kind of weird. I tried it anyway and I am so glad that I did! WOW! This stuff tastes amazing and doesn't taste ""watery"" or ""watered down"" at all. It's has a rich chocolate flavor and is basically a dairy-free way to enjoy chocolate milk. Plus it has all of those good electrolytes :)<br />Definitely worth a try!"
47973,47974,B004SRH2B6,A1R5FEC9A0L1M0,allthefalls,0,0,5,1330041600,best tasting coconut water,"Zico 33.8 Ounce tastes so good, crisp and pure.  It tastes way better than vitacoco which has an odd after taste.  My packs were fresh with an expiration of 9 months after I ordered.  Shipping was super fast and absolutely no damage to the containers.  You have to try out how delicious this brand is!"
47974,47975,B004SRH2B6,A1VYQXGCODYH96,tm,0,0,5,1329436800,YUMMMY,I saw the chocolate zico at a healthfood store. I order the regular water on amazon and decided to give the chocolate water a try. I was amazed at how good the water was!!! It tastes like low fat chocolate milk.......Yummy. Chocolate is my favorite flavor. My only problem will be trying not to drink more than one a day!!!
47975,47976,B004SRH2B6,ANIRUTX2PVREC,Karly,0,0,4,1329177600,I don't mind the new flavor,"I agree that the flavor has changed and it does have a more um... plastic-y taste now but I still think it tastes good (although I have always liked artificial flavors...I know that's kind of weird).  Anyway I liked the previous formula better, but I thought I should share my honest opinion that the new flavor is not that bad."
47976,47977,B004SRH2B6,AJRSQ9RM3RHXX,"Sharon H. Lions ""SHL""",0,0,2,1328572800,This tastes aweful,"Anyone who says this tastes like choc milk or Yoo Hoo is nuts. I had it over ice and could hardly get it down. I wanted to like it and am extremely disappointed that it is so bad tasting. Delivery was not what I expected either. It came in a box with many other items, it was way too heavy and the box was ripped to shreds. I think the UPS guy carried it to my door like a basket and everything fell out. I guess the good news is it came quickly, along with the disappointment."
47977,47978,B004SRH2B6,A1IU2NHZ0ANUSJ,"I HEART AMAZON ""CINDY""",0,0,5,1328486400,This was my FIRST coconut water!,"And I gotta say......I like it!  I did a lot of research on coconut water before I purchased.  Zinco brand seemed to get better reviews, and people saying it actually has ALOT more electrolytes etc.  I have heard the benefits of drinking this versus Gatorade etc and wanted one that didn't taste like crap.  This is chocolate flavored.  Well , anything chocolate in my book is a winner.  the product arrived fast, and was packaged very well. I put a few in the refrigerator and in a couple hours, I tried one.  It didn't gag, or spit it out. It actually has a once taste to it.  Kinda like watered down chocolate milk.  Didn't taste any coconut flavor, just chocolate.  It filled me up, and seemed to make me have a little energy,  I plan on using these as after workout drinks, or even after too much  indulging in the wine, I think these would help!  Lol.  So I am pleased with the price, the packaging ( recycle) and the taste.  Also happy that this brand has been rated the best out of the top 3, for it's ""quality""."
47978,47979,B004SRH2B6,AWH3T7QHREHVO,Kara,0,0,5,1327968000,So amazingly delicious,Wow.  This drink is awesome. So awesome that I picked up the phone and called the friend who recommended it to me immediately after my first sip of it to thank him.  Everyone else who I've introduced it to is equally hooked.  The best ways to describe the taste are 1) the leftover milk in a bowl of cocoa puffs cereal or 2) upgraded yoohoo.  Also worth noting is that several people who do not like the taste of plain coconut water are in love with this chocolate version.
47979,47980,B004SRH2B6,A6F7LYQWS6VHY,avn,0,0,2,1327795200,bad taste,"It does not taste like pure coconut water,Its taste like some drink with coconut flavour. I wouldn't prefer these bottles instead i would go for zico smaller packs. they taste better than these bottled drink."
47980,47981,B004SRH2B6,ASEE1C4KGQFAD,"Maj. Sanders ""USKFC""",0,0,2,1327622400,Very Disappointed,"I based my purchase entirely upon user feedback.  It may be the packaging (non-hermetic) that is impacting the taste, but this product was simply bland.  I reviewed the ingredients and is is reconstituted.  Perhaps coconut looses flavor during the dehydration process.  Nonetheless, I will struggle through the remaining 10 bottles and cancel my Amazon subscription for it.  Off to the next brand..."
47981,47982,B004SRH2B6,A2T9VLHF8VOM5I,J. RODRIGUEZ,0,0,5,1327017600,Tastes great!!!,"Doctor Oz best coconut water, delivers what it says. Love the taste! Takes me back home when I drink directly from coconut! I purchase the liters and taste great! Packaging is perfect no leaks! This is the only brand I have tried so cannot comment on the other brands out there."
47982,47983,B004SRH2B6,A2KJGKSE2GFG5I,"Lionspurr Loudly ""Lionspurr""",0,0,5,1327017600,Yummy Hydration!!,"Chocolate Zico is great!! Though I should start with the fact that we don't really enjoy Coconut Water as a whole.  The regular (non-flavored) is great mixed with OJ or in a smoothie, but the flavor is not that appealing.  I know people love the stuff, we just have not developed a taste for it yet.<br />The Chocolate however, is not like typical coconut water as it also has some coconut cream and yummy dark chocolate.  The flavor is reminicent to Yoohoo, but without that milky taste or concerns of lactose digestability.  It is rich tasting, but not heavy.  We often drink it after a Bikram Yoga class and it hits the spot.  Not knowing much about cocounut water and it's benefits, we are learning quickly, there are many."
47983,47984,B004SRH2B6,A17D47SKLSZFTK,cranerhec,0,0,5,1326931200,My favorite drink,"Loved the drink.  Just wish it did not cost as much as it does.  However, love the drink.  Tastes like an Almond Joy."
47984,47985,B004SRH2B6,A1NAPAQJS5FNVA,J See,0,0,5,1326412800,"Fab taste, fresh and so delish!","It's the first time I've tried this brand and I love it! I've tried Vita Coco and some other brands and they were just ""ok"" for taste. In fact, they tasted flat and stale. This brand is very fresh and delicious, I am enjoying it so much! I've also tried O.N.E brand, and the taste is very similar. I'd buy both Zico and O.N.E. again..but Zico was a little cheaper! great deal!"
47985,47986,B004SRH2B6,A2XN6JVSFBS1YW,Glenn A. Mumpower,0,0,5,1326240000,Healthy drink,I am a personal trainer and always looking for alternative supplements and unique products that can be effective for hydration and recovery.  This product is great for hydration during and after a hard workout.  It taste great and should not adversely affect blood sugar in those that have reasons for concern.
47986,47987,B004SRH2B6,A31MET8H73T00Y,C. Hayden,0,0,5,1325721600,Much better quality than competitors!,"We saw a comparison of coconut water brands on Dr. Oz. At the time, we were subscribing to Vita Coco.<br /><br />Zico has the fresh taste and consistency of real natural coconut water, whereas Vita Coco has a taste that suggests it is not as fresh or not as pure. Zico is more like fresh-squeezed.<br /><br />The only reason we had purchased the Vita Coco brand initially was that it seemed more available in local stores (as a backup, we love you Amazon and would never ever go to the store if we didn't have to).<br /><br />Zico packaging was the same as VC in my opinion and has no issues. We ordered the 33.8-ounce 6-pack to make the cost much less comparable to VC's 12-pack of 11.1-ounce cartons, and that seems to have been a happy accident as a space-saver (for us) in the refrigerator. Now one container looks right instead of 3 or 4 of the other."
47987,47988,B004SRH2B6,ACTU4JWK5U1Q3,Tara,0,0,5,1325635200,Awesome Stuff,This is a great product.  My whole family (including my 20 month old) loves it!  This coconut water is not as sweet as some of the others I have tried.  Would highly recommend this product.
47988,47989,B004SRH2B6,ATAYF68X8AL8Q,Dee,0,0,5,1325289600,Yummy,Best drink ever<br />I mix it with my smoothie or drink it alone it is awesome!<br />I recommend it to anyone<br />Great taste
47989,47990,B004SRH2B6,AH8OB670OWYGR,Kelly Ballentine,0,0,5,1324944000,wow!,"I love coconut water, but usually stay away from the flavored options. Tried this on a fluke, while in an airport, and thought it was delicious. It tastes very similar to a Yoohoo, if you're familiar with that drink. Not quite the ""refreshing"" taste that I think the plain coconut water has, but definitely a tasty beverage that I find enjoyable. If you like chocolate, this is a good beverage."
47990,47991,B004SRH2B6,A2RAG9JZXYD4FZ,MadamB,0,0,5,1324857600,Zico = really good,"Flavourful coconut taste and in a sturdy-package...difficult to damage cardboard carton....however, every two or three shipments brought a plastic top with damage or the collar where the plastic meets the cardboard separated and leaking.  Amazon is wonderful about replacements, but it's a shame the container isn't a bit more dependable.  I do recommend Zico as my second best choice....Amy and Brian being first, but talk about damaged containers!!  Had to cancel my purchases from Amy and Brian due to so many cans being dented and mangled."
47991,47992,B004SRH2B6,A3QNQQKJTL76H0,buru buru piggu,0,0,1,1324598400,Really icky stuff. Go with the Tetra-Paks instead,"I used to love Zico coconut water. No any more. This new formula is terrible. It taste nothing like how coconut water is supposed to taste. First, is that this now comes in a plastic bottle and is from concentrate, with the added ingredient of ""natural flavors"", whatever those may be. I don't know how to put it into words, but it just lacks vitality and freshness that should be in coconut water. It taste nothing like their previous product which comes in the paper Tetra-Pak cartons: <a href=""http://www.amazon.com/gp/product/B000CN7BMA"">ZICO Pure Premium Coconut Water, Natural, 11.2-Ounce Tetra Paks (Pack of 12)</a>.<br /><br />These may be cost-cutting moves and they show. This product is terrible. Go with the original non-concentrate Tetra-paks."
47992,47993,B004SRH2B6,A3QG30LI3N9MZ6,Nandita Das,0,0,2,1324598400,"Product is ok as far as coconut water goes, but bottle designs suck!","Coconut water tastes ok as far as bottled coconut water goes. The real thing is what I have grown up on, so I have to settle. But I don't like this bottle, the packets should be better. When you open the wrapper, you have to be careful because there are plastic pieces as sharp as a knife still hanging around and you can cut your finger or lip on it...I have!"
47993,47994,B004SRH2B6,APXGXR01I1AJ8,Jones,0,0,5,1324339200,DELICIOUS!!!,"This mango Zico I've only had for the first time.  It issooooo delicious. and if it's all what it says (more potassium than a banana,zero sugar, better than sports drinks, etc), then that's FANTASTIC. Also it arrived quickly and in great condition. I will definately order again and will try other flavors as well. YUM!!!!!"
47994,47995,B004SRH2B6,A28BRJK5W0SYG3,Lori,0,0,2,1323648000,SoSo,"Coconut water not for me, but will keep it in my emergency kit...just in case we get any more of those earthquakes and it nocks out power for awhile....lol!"
47995,47996,B004SRH2B6,A32ADQR9F4OU4F,Lit Guru,0,0,5,1323648000,Healthy yoohoo,Luv this drink.  Hot yoga classes turned me onto it & now I am addicted after every workout!  Chocolate is hands down the best flavor!
47996,47997,B004SRH2B6,A1QCQE5XW37LN1,Short Stain,0,0,4,1323216000,Pineapple? No thanks.,"The coconut water tastes good, it's like most other coconut waters on the market. Good coconut flavor, a little salty from the electrolytes, but overall pretty good.<br /><br />The pineapple ""flavor"" however, ruins it. At the price I bought it for, $6 on Amazon Warehouse, I'd buy it again, because coconut water is usually fairly expensive and the stuff is still decent, but the pineapple is like a bad afterthought, like your in-laws staying over for a week and then telling you they'll be here 2 more nights."
47997,47998,B004SRH2B6,A2AOD7254MCKSH,travel-weary,0,0,4,1323043200,Refreshing but sweet,"I don't think I would want to drink it daily as it's a little on the sweeter side. If I keep it room temperature and then pour over crushed ice it tastes just like chocolate milk which is novel as I don't consume any dairy. I don't think I would like it without being over ice, though. My kids use coconut water for workout recovery drink. Thought they might like this for a change but both find it too sweet to drink straight from the bottle."
47998,47999,B004SRH2B6,A26AWXDVKGKU45,clj,0,0,5,1322870400,Awesome water!,"I work as a swim instructor during the summer and this really helps keep me hydrated and it taste great!! My cousin told me about it, I tried it and have been hooked ever since! It also helped me get back to normal after a day or two stomach virus!!<br />I recommend this to all my friends and coworkers."
47999,48000,B004SRH2B6,AFCB4I58AFST1,Leisa,0,0,1,1322697600,Taste Disgusting,"I love coconut water, but I was gagging when I drank this. It just tasted yucky.  I wouldn't buy it again."
48000,48001,B004SRH2B6,AGQA2R5SKBQ08,Texas Bee Roo,0,0,5,1321833600,Great Hydration After Running,"When I told her I was a distance runner, my Naturapathic Doctor recommended that I drink coconut water after my runs as a good recovery drink.  I bought several brands and flavors and tried them.  I found the Zico to be the best tasting, and I really like the chocolate.  This stuff has great electrolytes and way more potassium than a banana ([...]).<br /><br />I keep them in the refrigerator and chug one after my runs.  If I run a race or drive to my runs, I often stick a couple in a small cooler to drink afterward.<br /><br />The price here is less than my local grocery store, and you can't beat Amazon Prime shipping."
48001,48002,B004SRH2B6,A2YCGWYGLMTPRN,Dylan,0,0,5,1321315200,EXCELLENT,The taste is incredible!!! I was nervous because it was chocolate flavored but I have yet to find someone in my office who doesn't like it!! I am a HUGE fan!! Ordered 3 more cases!!
48002,48003,B004SRH2B6,ABX4JQZC6OTTP,"Angela D. Holcomb ""Ang""",0,0,5,1320883200,Zico- great tasting,Tastes like a YooHoo- but so much healtier. I'm on my second case. I will continue<br />the monthly auto ship!!
48003,48004,B004SRH2B6,ASMUW9YLQ7RHN,C. Howenstein,0,0,5,1320710400,Best alternative for water and soda!,"I was very skeptical when I ordered these, but have made a great find! I don't love regular chocolate milk because it is much too thick and sweet for me. The Zico Chocolate is not thick at all, not overly sweet and NOT at all as coconut tasting as I feared it would be. I also found this drink to be a great energy booster between my mid-afternoon teaching schedule. I have to skip lunch and am running low on energy, but these electrolytes really help get me through to 6PM!"
48004,48005,B004SRH2B6,AMDYSUIS3S50F,Lee J,0,0,5,1320451200,Fantastic,"So healthy and good for you, and it tastes great. I know that's a personal view, but this is my favorite of all the coconut waters I have tried. No added sugar, and so not too sweet.<br /><br />The pack of six x 33.8oz cartons are great value too."
48005,48006,B004SRH2B6,A2F0Z68RRML7K6,C. Schweiss,0,0,5,1320105600,Healthy Refreshment,This product is very refreshing and is a great natural alternative to things like sports drinks.  Natural electrolytes.  In Brazil they give people coconut water after they have had surgery because they believe it promotes healing.  I have tried several brands and this one is my favorite.
48006,48007,B004SRH2B6,A1LEI352C4UT5P,Rick,0,0,5,1319673600,"Love it, but",A great replacement for the expensive stuff in the grocery store. Just not the most potent Potassiun content as other waters.
48007,48008,B004SRH2B6,A1YCEIBTPW608,"William Bentley ""shutterbug""",0,0,5,1319587200,Excellent chocolate milk substitute,"I bought 4 cases of these back in June based on all the 5 star reviews. I'm now about to order 4 more. I have lost 35+ pounds since mid-June and this drink has been a small part of that. The taste is so good that I haven't craved (or missed) regular chocolate milk at all. Typically I make one bottle last for 2-3 servings. You don't need a lot to satisfy your chocolate craving. Just give it a shake, open and enjoy. I hope they never change the recipe for this. I'm hooked."
48008,48009,B004SRH2B6,A1YZ78ZR7L1POV,CJ,0,0,5,1319587200,Chocolate coconut water,First and foremost I received my order right away. This doesn't taste icky like plain coconut water but rather like a chocolate milk using water instead of milk. There's nothing creamy about the taste. It does taste very clean and light. I'm on monthly delivery. I recommend this seller.
48009,48010,B004SRH2B6,A3GOGTKZ3MO5HB,C. A. Acosta,0,0,5,1319587200,Magically Delicious,"I am currently 9 months pregnant and have been hooked on this stuff for the past two months (since I heard about it).  It is extremely thirst quenching, and has a great dark chocolate flavor.  It's also nice to know that it's very healthy for me to get my chocolate fix!  LOVE IT!  I just wish it wasn't so expensive, but the best price I'm finding is on Amazon compared to local stores around me."
